Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CALCA","Calcitonin Related Polypeptide Alpha","Protein Coding","42","GC11M014945","1.00452971458435","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCA"
"SELP","Selectin P","Protein Coding","41","GC01M169558","0.98874169588089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELP"
"HP","Haptoglobin","Protein Coding","41","GC16P072089","0.965190947055817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP"
"CPA3","Carboxypeptidase A3","Protein Coding","37","GC03P148865","0.965190947055817","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA3"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","42","GC16P030472","0.940589725971222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"MSR1","Macrophage Scavenger Receptor 1","Protein Coding","41","GC08M016107","0.940589725971222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSR1"
"FCGR3A","Fc Gamma Receptor IIIa","Protein Coding","41","GC01M161541","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR3A"
"ATF4","Activating Transcription Factor 4","Protein Coding","40","GC22P039606","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4"
"CCR9","C-C Motif Chemokine Receptor 9","Protein Coding","38","GC03P046396","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR9"
"CXCR6","C-X-C Motif Chemokine Receptor 6","Protein Coding","37","GC03P046399","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR6"
"GSTT1","Glutathione S-Transferase Theta 1","Protein Coding","30","GC22Mi00270","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTT1"
"MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","23","GC11P069543","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALAT1"
"NEAT1","Nuclear Paraspeckle Assembly Transcript 1","RNA Gene","23","GC11P069538","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEAT1"
"MIR146A","MicroRNA 146a","RNA Gene","21","GC05P160485","0.933205127716064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"F11","Coagulation Factor XI","Protein Coding","42","GC04P186265","0.920236587524414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11"
"SREBF1","Sterol Regulatory Element Binding Transcription Factor 1","Protein Coding","41","GC17M017810","0.920236587524414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SREBF1"
"ERG","ETS Transcription Factor ERG","Protein Coding","40","GC21M038367","0.920236587524414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERG"
"KPNA1","Karyopherin Subunit Alpha 1","Protein Coding","36","GC03M122421","0.920236587524414","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA1"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","43","GC01M201359","0.898478627204895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"NTRK1","Neurotrophic Receptor Tyrosine Kinase 1","Protein Coding","46","GC01P156815","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTRK1"
"NGF","Nerve Growth Factor","Protein Coding","44","GC01M115285","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGF"
"THBD","Thrombomodulin","Protein Coding","40","GC20M023026","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"TNNC1","Troponin C1, Slow Skeletal And Cardiac Type","Protein Coding","40","GC03M052452","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNC1"
"ELAVL2","ELAV Like RNA Binding Protein 2","Protein Coding","38","GC09M023690","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAVL2"
"CAPNS1","Calpain Small Subunit 1","Protein Coding","36","GC19P063476","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPNS1"
"FBXW7-AS1","FBXW7 Antisense RNA 1","RNA Gene","11","GC04P152338","0.870512068271637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW7-AS1"
"IFNL1","Interferon Lambda 1","Protein Coding","32","GC19P039296","0.845956683158875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL1"
"IFNL2","Interferon Lambda 2","Protein Coding","31","GC19P039268","0.845956683158875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","48","GC07M148807","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"PSEN1","Presenilin 1","Protein Coding","47","GC14P073136","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN1"
"PRKAR1A","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha","Protein Coding","46","GC17P069011","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A"
"CAPN1","Calpain 1","Protein Coding","44","GC11P069519","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1"
"MARK3","Microtubule Affinity Regulating Kinase 3","Protein Coding","44","GC14P103385","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK3"
"SMAD2","SMAD Family Member 2","Protein Coding","44","GC18M047809","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD2"
"STK4","Serine/Threonine Kinase 4","Protein Coding","44","GC20P044966","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK4"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","43","GC02M127257","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"GPHN","Gephyrin","Protein Coding","43","GC14P066507","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPHN"
"GSN","Gelsolin","Protein Coding","43","GC09P121201","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSN"
"FHL2","Four And A Half LIM Domains 2","Protein Coding","42","GC02M105357","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL2"
"GATA6","GATA Binding Protein 6","Protein Coding","42","GC18P022169","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA6"
"TXNRD1","Thioredoxin Reductase 1","Protein Coding","42","GC12P104215","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD1"
"UBE3A","Ubiquitin Protein Ligase E3A","Protein Coding","42","GC15M025333","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A"
"HERC2","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","41","GC15M028111","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC2"
"NME1","NME/NM23 Nucleoside Diphosphate Kinase 1","Protein Coding","41","GC17P053581","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NME1"
"PEX1","Peroxisomal Biogenesis Factor 1","Protein Coding","41","GC07M092487","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX1"
"C1QBP","Complement C1q Binding Protein","Protein Coding","40","GC17M005432","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QBP"
"LATS1","Large Tumor Suppressor Kinase 1","Protein Coding","40","GC06M149658","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LATS1"
"MYO5B","Myosin VB","Protein Coding","40","GC18M049822","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO5B"
"NKX2-5","NK2 Homeobox 5","Protein Coding","40","GC05M173232","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX2-5"
"PEX14","Peroxisomal Biogenesis Factor 14","Protein Coding","40","GC01P010472","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX14"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","40","GC09M026903","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"SLC27A4","Solute Carrier Family 27 Member 4","Protein Coding","40","GC09P128340","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A4"
"STK3","Serine/Threonine Kinase 3","Protein Coding","40","GC08M098372","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK3"
"TCF3","Transcription Factor 3","Protein Coding","40","GC19M001609","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF3"
"TPP2","Tripeptidyl Peptidase 2","Protein Coding","40","GC13P102596","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPP2"
"ZBTB16","Zinc Finger And BTB Domain Containing 16","Protein Coding","40","GC11P114059","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB16"
"ABHD12","Abhydrolase Domain Containing 12, Lysophospholipase","Protein Coding","39","GC20M025294","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD12"
"DDB1","Damage Specific DNA Binding Protein 1","Protein Coding","39","GC11M087077","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDB1"
"FLII","FLII Actin Remodeling Protein","Protein Coding","39","GC17M018244","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLII"
"KPNA3","Karyopherin Subunit Alpha 3","Protein Coding","39","GC13M049699","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA3"
"MRE11","MRE11 Homolog, Double Strand Break Repair Nuclease","Protein Coding","39","GC11M095921","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRE11"
"MYO1E","Myosin IE","Protein Coding","39","GC15M059132","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E"
"PPM1A","Protein Phosphatase, Mg2+/Mn2+ Dependent 1A","Protein Coding","39","GC14P060245","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1A"
"PPP2R2A","Protein Phosphatase 2 Regulatory Subunit Balpha","Protein Coding","39","GC08P026292","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2A"
"RNASEH1","Ribonuclease H1","Protein Coding","39","GC02M003544","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH1"
"TRIM32","Tripartite Motif Containing 32","Protein Coding","39","GC09P116687","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM32"
"ALDH9A1","Aldehyde Dehydrogenase 9 Family Member A1","Protein Coding","38","GC01M165678","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1"
"COMMD1","Copper Metabolism Domain Containing 1","Protein Coding","38","GC02P061888","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD1"
"IGHMBP2","Immunoglobulin Mu DNA Binding Protein 2","Protein Coding","38","GC11P068903","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHMBP2"
"LAP3","Leucine Aminopeptidase 3","Protein Coding","38","GC04P017781","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAP3"
"MARK1","Microtubule Affinity Regulating Kinase 1","Protein Coding","38","GC01P220528","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARK1"
"MTMR3","Myotubularin Related Protein 3","Protein Coding","38","GC22P034954","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR3"
"NAGLU","N-Acetyl-Alpha-Glucosaminidase","Protein Coding","38","GC17P053164","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU"
"OFD1","OFD1 Centriole And Centriolar Satellite Protein","Protein Coding","38","GC0XP013734","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1"
"OLA1","Obg Like ATPase 1","Protein Coding","38","GC02M174072","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OLA1"
"PEX19","Peroxisomal Biogenesis Factor 19","Protein Coding","38","GC01M160276","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19"
"PEX3","Peroxisomal Biogenesis Factor 3","Protein Coding","38","GC06P143450","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX3"
"PSMD9","Proteasome 26S Subunit, Non-ATPase 9","Protein Coding","38","GC12P125878","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD9"
"SIK3","SIK Family Kinase 3","Protein Coding","38","GC11M116843","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIK3"
"SLC31A1","Solute Carrier Family 31 Member 1","Protein Coding","38","GC09P113221","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC31A1"
"TIMM8A","Translocase Of Inner Mitochondrial Membrane 8A","Protein Coding","38","GC0XM101345","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM8A"
"TRAF7","TNF Receptor Associated Factor 7","Protein Coding","38","GC16P010727","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF7"
"XPNPEP3","X-Prolyl Aminopeptidase 3","Protein Coding","38","GC22P040857","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPNPEP3"
"ACADL","Acyl-CoA Dehydrogenase Long Chain","Protein Coding","37","GC02M210187","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADL"
"ASCC1","Activating Signal Cointegrator 1 Complex Subunit 1","Protein Coding","37","GC10M072096","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC1"
"FHL3","Four And A Half LIM Domains 3","Protein Coding","37","GC01M038093","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FHL3"
"FLVCR1","FLVCR Heme Transporter 1","Protein Coding","37","GC01P212858","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLVCR1"
"KPNA4","Karyopherin Subunit Alpha 4","Protein Coding","37","GC03M160494","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA4"
"MOCOS","Molybdenum Cofactor Sulfurase","Protein Coding","37","GC18P036187","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOCOS"
"RANBP9","RAN Binding Protein 9","Protein Coding","37","GC06M013621","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP9"
"UBR5","Ubiquitin Protein Ligase E3 Component N-Recognin 5","Protein Coding","37","GC08M102252","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBR5"
"CEP290","Centrosomal Protein 290","Protein Coding","36","GC12M088049","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP290"
"DNPEP","Aspartyl Aminopeptidase","Protein Coding","36","GC02M219373","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNPEP"
"MRPS28","Mitochondrial Ribosomal Protein S28","Protein Coding","36","GC08M079940","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS28"
"MTIF2","Mitochondrial Translational Initiation Factor 2","Protein Coding","36","GC02M055236","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTIF2"
"PPFIBP1","PPFIA Binding Protein 1","Protein Coding","36","GC12P027523","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPFIBP1"
"RCBTB1","RCC1 And BTB Domain Containing Protein 1","Protein Coding","36","GC13M049531","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCBTB1"
"RRP7A","Ribosomal RNA Processing 7 Homolog A","Protein Coding","36","GC22M042508","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP7A"
"TK2","Thymidine Kinase 2","Protein Coding","36","GC16M066508","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TK2"
"TRIP4","Thyroid Hormone Receptor Interactor 4","Protein Coding","36","GC15P114639","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIP4"
"USP25","Ubiquitin Specific Peptidase 25","Protein Coding","36","GC21P015730","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP25"
"BMS1","BMS1 Ribosome Biogenesis Factor","Protein Coding","35","GC10P042782","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1"
"CCHCR1","Coiled-Coil Alpha-Helical Rod Protein 1","Protein Coding","35","GC06M063553","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCHCR1"
"CDS2","CDP-Diacylglycerol Synthase 2","Protein Coding","35","GC20P005126","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDS2"
"CEP170","Centrosomal Protein 170","Protein Coding","35","GC01M243124","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP170"
"CETN3","Centrin 3","Protein Coding","35","GC05M090392","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN3"
"CREG1","Cellular Repressor Of E1A Stimulated Genes 1","Protein Coding","35","GC01M167498","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREG1"
"DAP3","Death Associated Protein 3","Protein Coding","35","GC01P155775","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAP3"
"DYM","Dymeclin","Protein Coding","35","GC18M049041","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYM"
"IPO8","Importin 8","Protein Coding","35","GC12M030628","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPO8"
"KANK2","KN Motif And Ankyrin Repeat Domains 2","Protein Coding","35","GC19M011165","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KANK2"
"MAN2B2","Mannosidase Alpha Class 2B Member 2","Protein Coding","35","GC04P006575","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2B2"
"NENF","Neudesin Neurotrophic Factor","Protein Coding","35","GC01P212432","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NENF"
"NSFL1C","NSFL1 Cofactor","Protein Coding","35","GC20M001442","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSFL1C"
"PIGG","Phosphatidylinositol Glycan Anchor Biosynthesis Class G","Protein Coding","35","GC04P000758","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGG"
"RTKN","Rhotekin","Protein Coding","35","GC02M075035","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTKN"
"SEMA4F","Ssemaphorin 4F","Protein Coding","35","GC02P074654","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMA4F"
"SLC39A10","Solute Carrier Family 39 Member 10","Protein Coding","35","GC02P195575","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A10"
"STRN3","Striatin 3","Protein Coding","35","GC14M030893","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STRN3"
"TGS1","Trimethylguanosine Synthase 1","Protein Coding","35","GC08P055773","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGS1"
"ATL3","Atlastin GTPase 3","Protein Coding","34","GC11M063624","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATL3"
"CBX8","Chromobox 8","Protein Coding","34","GC17M079794","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX8"
"CCR10","C-C Motif Chemokine Receptor 10","Protein Coding","34","GC17M042678","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR10"
"COPG1","COPI Coat Complex Subunit Gamma 1","Protein Coding","34","GC03P129249","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPG1"
"DHX37","DEAH-Box Helicase 37","Protein Coding","34","GC12M124946","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHX37"
"DIS3L","DIS3 Like Exosome 3'-5' Exoribonuclease","Protein Coding","34","GC15P066293","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L"
"DNAJB9","DnaJ Heat Shock Protein Family (Hsp40) Member B9","Protein Coding","34","GC07P108569","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB9"
"EXOSC1","Exosome Component 1","Protein Coding","34","GC10M097435","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC1"
"GPRASP2","G Protein-Coupled Receptor Associated Sorting Protein 2","Protein Coding","34","GC0XP102712","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRASP2"
"GTSE1","G2 And S-Phase Expressed 1","Protein Coding","34","GC22P046296","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTSE1"
"HYLS1","HYLS1 Centriolar And Ciliogenesis Associated","Protein Coding","34","GC11P125883","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYLS1"
"KPNA6","Karyopherin Subunit Alpha 6","Protein Coding","34","GC01P032108","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA6"
"LPGAT1","Lysophosphatidylglycerol Acyltransferase 1","Protein Coding","34","GC01M211743","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPGAT1"
"LSM3","LSM3 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","34","GC03P014180","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM3"
"MAEA","Macrophage Erythroblast Attacher, E3 Ubiquitin Ligase","Protein Coding","34","GC04P001289","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEA"
"MRPL15","Mitochondrial Ribosomal Protein L15","Protein Coding","34","GC08P054135","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL15"
"MRPS9","Mitochondrial Ribosomal Protein S9","Protein Coding","34","GC02P105020","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS9"
"NVL","Nuclear VCP Like","Protein Coding","34","GC01M224227","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NVL"
"POP4","POP4 Homolog, Ribonuclease P/MRP Subunit","Protein Coding","34","GC19P063349","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POP4"
"PSMD1","Proteasome 26S Subunit, Non-ATPase 1","Protein Coding","34","GC02P231056","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD1"
"QTRT1","Queuine TRNA-Ribosyltransferase Catalytic Subunit 1","Protein Coding","34","GC19P010701","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=QTRT1"
"SAV1","Salvador Family WW Domain Containing Protein 1","Protein Coding","34","GC14M050632","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAV1"
"SLC39A6","Solute Carrier Family 39 Member 6","Protein Coding","34","GC18M036108","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A6"
"SSX2IP","SSX Family Member 2 Interacting Protein","Protein Coding","34","GC01M084643","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSX2IP"
"TBC1D24","TBC1 Domain Family Member 24","Protein Coding","34","GC16P002475","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D24"
"TCF25","Transcription Factor 25","Protein Coding","34","GC16P089873","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF25"
"UACA","Uveal Autoantigen With Coiled-Coil Domains And Ankyrin Repeats","Protein Coding","34","GC15M070654","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UACA"
"YBX3","Y-Box Binding Protein 3","Protein Coding","34","GC12M020452","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YBX3"
"BRAT1","BRCA1 Associated ATM Activator 1","Protein Coding","33","GC07M002739","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAT1"
"CCP110","Centriolar Coiled-Coil Protein 110","Protein Coding","33","GC16P019536","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCP110"
"DCP1A","Decapping MRNA 1A","Protein Coding","33","GC03M053301","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1A"
"GDPD1","Glycerophosphodiester Phosphodiesterase Domain Containing 1","Protein Coding","33","GC17P059220","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDPD1"
"MRPL43","Mitochondrial Ribosomal Protein L43","Protein Coding","33","GC10M100969","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL43"
"PCYOX1","Prenylcysteine Oxidase 1","Protein Coding","33","GC02P070257","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYOX1"
"RMND5A","Required For Meiotic Nuclear Division 5 Homolog A","Protein Coding","33","GC02P086721","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMND5A"
"RSL24D1","Ribosomal L24 Domain Containing 1","Protein Coding","33","GC15M055180","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL24D1"
"STXBP4","Syntaxin Binding Protein 4","Protein Coding","33","GC17P054968","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP4"
"ZWINT","ZW10 Interacting Kinetochore Protein","Protein Coding","33","GC10M056357","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZWINT"
"APPBP2","Amyloid Beta Precursor Protein Binding Protein 2","Protein Coding","32","GC17M060443","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APPBP2"
"ASCC2","Activating Signal Cointegrator 1 Complex Subunit 2","Protein Coding","32","GC22M029788","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2"
"CHORDC1","Cysteine And Histidine Rich Domain Containing 1","Protein Coding","32","GC11M090200","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1"
"INTS7","Integrator Complex Subunit 7","Protein Coding","32","GC01M211940","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS7"
"JRK","Jrk Helix-Turn-Helix Protein","Protein Coding","32","GC08M142657","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JRK"
"MAP7","Microtubule Associated Protein 7","Protein Coding","32","GC06M136342","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7"
"MRPS24","Mitochondrial Ribosomal Protein S24","Protein Coding","32","GC07M043868","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS24"
"MRPS31","Mitochondrial Ribosomal Protein S31","Protein Coding","32","GC13M040729","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS31"
"PAM16","Presequence Translocase Associated Motor 16","Protein Coding","32","GC16M006871","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAM16"
