Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"AMOTL1","Angiomotin Like 1","Protein Coding","34","GC11P094686","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMOTL1"
"ANP32B","Acidic Nuclear Phosphoprotein 32 Family Member B","Protein Coding","34","GC09P097983","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANP32B"
"API5","Apoptosis Inhibitor 5","Protein Coding","34","GC11P043311","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=API5"
"ARF3","ADP Ribosylation Factor 3","Protein Coding","34","GC12M049383","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARF3"
"ARFGEF1","ADP Ribosylation Factor Guanine Nucleotide Exchange Factor 1","Protein Coding","34","GC08M067173","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARFGEF1"
"ARPC4","Actin Related Protein 2/3 Complex Subunit 4","Protein Coding","34","GC03P009792","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4"
"ARPC5","Actin Related Protein 2/3 Complex Subunit 5","Protein Coding","34","GC01M183621","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC5"
"ARSL","Arylsulfatase L","Protein Coding","34","GC0XM002934","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSL"
"ATP11C","ATPase Phospholipid Transporting 11C","Protein Coding","34","GC0XM139726","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP11C"
"ATPAF2","ATP Synthase Mitochondrial F1 Complex Assembly Factor 2","Protein Coding","34","GC17M017977","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATPAF2"
"ATRN","Attractin","Protein Coding","34","GC20P003471","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRN"
"BAG4","BAG Cochaperone 4","Protein Coding","34","GC08P038176","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG4"
"BASP1","Brain Abundant Membrane Attached Signal Protein 1","Protein Coding","34","GC05P017065","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BASP1"
"BCAS3","BCAS3 Microtubule Associated Cell Migration Factor","Protein Coding","34","GC17P060678","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAS3"
"BICC1","BicC Family RNA Binding Protein 1","Protein Coding","34","GC10P058513","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICC1"
"BYSL","Bystin Like","Protein Coding","34","GC06P080580","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BYSL"
"CCR10","C-C Motif Chemokine Receptor 10","Protein Coding","34","GC17M042678","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR10"
"CDC42EP4","CDC42 Effector Protein 4","Protein Coding","34","GC17M073283","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42EP4"
"CDCA3","Cell Division Cycle Associated 3","Protein Coding","34","GC12M006844","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCA3"
"CELF1","CUGBP Elav-Like Family Member 1","Protein Coding","34","GC11M086887","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF1"
"CGN","Cingulin","Protein Coding","34","GC01P151483","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGN"
"CHML","CHM Like Rab Escort Protein","Protein Coding","34","GC01M241628","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHML"
"CLEC4D","C-Type Lectin Domain Family 4 Member D","Protein Coding","34","GC12P008509","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4D"
"CLN6","CLN6 Transmembrane ER Protein","Protein Coding","34","GC15M068206","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLN6"
"CLPTM1","CLPTM1 Regulator Of GABA Type A Receptor Forward Trafficking","Protein Coding","34","GC19P044954","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPTM1"
"CLPTM1L","CLPTM1 Like","Protein Coding","34","GC05M001317","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLPTM1L"
"COG1","Component Of Oligomeric Golgi Complex 1","Protein Coding","34","GC17P073193","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG1"
"COMTD1","Catechol-O-Methyltransferase Domain Containing 1","Protein Coding","34","GC10M075233","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMTD1"
"COX7A2","Cytochrome C Oxidase Subunit 7A2","Protein Coding","34","GC06M075237","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX7A2"
"DCTN4","Dynactin Subunit 4","Protein Coding","34","GC05M150708","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN4"
"DDRGK1","DDRGK Domain Containing 1","Protein Coding","34","GC20M003315","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDRGK1"
"DDX47","DEAD-Box Helicase 47","Protein Coding","34","GC12P020076","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX47"
"DDX50","DExD-Box Helicase 50","Protein Coding","34","GC10P068901","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX50"
"DIP2B","Disco Interacting Protein 2 Homolog B","Protein Coding","34","GC12P050504","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIP2B"
"DNAH10","Dynein Axonemal Heavy Chain 10","Protein Coding","34","GC12P125922","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH10"
"DOCK5","Dedicator Of Cytokinesis 5","Protein Coding","34","GC08P025184","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK5"
"DPYSL4","Dihydropyrimidinase Like 4","Protein Coding","34","GC10P132185","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL4"
"DRAM2","DNA Damage Regulated Autophagy Modulator 2","Protein Coding","34","GC01M111117","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRAM2"
"DSTN","Destrin, Actin Depolymerizing Factor","Protein Coding","34","GC20P017550","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSTN"
"EDF1","Endothelial Differentiation Related Factor 1","Protein Coding","34","GC09M136862","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDF1"
"EHBP1","EH Domain Binding Protein 1","Protein Coding","34","GC02P062673","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHBP1"
"EML4","EMAP Like 4","Protein Coding","34","GC02P042169","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML4"
"ESYT1","Extended Synaptotagmin 1","Protein Coding","34","GC12P057160","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT1"
"EXOG","Exo/Endonuclease G","Protein Coding","34","GC03P038496","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOG"
"FARP1","FERM, ARH/RhoGEF And Pleckstrin Domain Protein 1","Protein Coding","34","GC13P098142","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FARP1"
"FAU","FAU Ubiquitin Like And Ribosomal Protein S30 Fusion","Protein Coding","34","GC11M065120","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAU"
"GAR1","GAR1 Ribonucleoprotein","Protein Coding","34","GC04P109815","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAR1"
"GNG12","G Protein Subunit Gamma 12","Protein Coding","34","GC01M067701","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG12"
"GTPBP4","GTP Binding Protein 4","Protein Coding","34","GC10P000988","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP4"
"GUF1","GTP Binding Elongation Factor GUF1","Protein Coding","34","GC04P044680","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GUF1"
"HIGD1A","HIG1 Hypoxia Inducible Domain Family Member 1A","Protein Coding","34","GC03M042782","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIGD1A"
"HNRNPA0","Heterogeneous Nuclear Ribonucleoprotein A0","Protein Coding","34","GC05M137750","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0"
"HNRNPH2","Heterogeneous Nuclear Ribonucleoprotein H2","Protein Coding","34","GC0XP101408","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH2"
"HSPA12A","Heat Shock Protein Family A (Hsp70) Member 12A","Protein Coding","34","GC10M116671","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA12A"
"HSPA13","Heat Shock Protein Family A (Hsp70) Member 13","Protein Coding","34","GC21M014565","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA13"
"IARS1","Isoleucyl-TRNA Synthetase 1","Protein Coding","34","GC09M092718","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS1"
"IL1F10","Interleukin 1 Family Member 10","Protein Coding","34","GC02P113067","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1F10"
"ILVBL","IlvB Acetolactate Synthase Like","Protein Coding","34","GC19M015116","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ILVBL"
"INTS8","Integrator Complex Subunit 8","Protein Coding","34","GC08P094813","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS8"
"KCMF1","Potassium Channel Modulatory Factor 1","Protein Coding","34","GC02P084971","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCMF1"
"KHDRBS3","KH RNA Binding Domain Containing, Signal Transduction Associated 3","Protein Coding","34","GC08P135457","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHDRBS3"
"KIAA0319L","KIAA0319 Like","Protein Coding","34","GC01M035433","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0319L"
"LAPTM4A","Lysosomal Protein Transmembrane 4 Alpha","Protein Coding","34","GC02M020032","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAPTM4A"
"LPCAT4","Lysophosphatidylcholine Acyltransferase 4","Protein Coding","34","GC15M034358","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPCAT4"
"LRP10","LDL Receptor Related Protein 10","Protein Coding","34","GC14P022871","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP10"
"LSM1","LSM1 Homolog, MRNA Degradation Associated","Protein Coding","34","GC08M038163","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM1"
"MANF","Mesencephalic Astrocyte Derived Neurotrophic Factor","Protein Coding","34","GC03P051385","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MANF"
"MARCKSL1","MARCKS Like 1","Protein Coding","34","GC01M032334","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCKSL1"
"MEGF8","Multiple EGF Like Domains 8","Protein Coding","34","GC19P042325","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF8"
"MKLN1","Muskelin 1","Protein Coding","34","GC07P131110","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKLN1"
"MPRIP","Myosin Phosphatase Rho Interacting Protein","Protein Coding","34","GC17P017042","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPRIP"
"MRPS7","Mitochondrial Ribosomal Protein S7","Protein Coding","34","GC17P075531","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS7"
"MTMR1","Myotubularin Related Protein 1","Protein Coding","34","GC0XP150692","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTMR1"
"MYEF2","Myelin Expression Factor 2","Protein Coding","34","GC15M048134","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYEF2"
"MYO1B","Myosin IB","Protein Coding","34","GC02P191246","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1B"
"NAPG","NSF Attachment Protein Gamma","Protein Coding","34","GC18P010516","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAPG"
"NARS1","Asparaginyl-TRNA Synthetase 1","Protein Coding","34","GC18M057601","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NARS1"
"NCAPG2","Non-SMC Condensin II Complex Subunit G2","Protein Coding","34","GC07M158631","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAPG2"
"NCBP1","Nuclear Cap Binding Protein Subunit 1","Protein Coding","34","GC09P097633","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCBP1"
"NCEH1","Neutral Cholesterol Ester Hydrolase 1","Protein Coding","34","GC03M172630","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCEH1"
"NDFIP1","Nedd4 Family Interacting Protein 1","Protein Coding","34","GC05P142108","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDFIP1"
"NIP7","Nucleolar Pre-RRNA Processing Protein NIP7","Protein Coding","34","GC16P069456","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NIP7"
"NOC2L","NOC2 Like Nucleolar Associated Transcriptional Repressor","Protein Coding","34","GC01M005507","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOC2L"
"NOP58","NOP58 Ribonucleoprotein","Protein Coding","34","GC02P202265","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOP58"
"NUMBL","NUMB Like Endocytic Adaptor Protein","Protein Coding","34","GC19M040665","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMBL"
"OSBPL8","Oxysterol Binding Protein Like 8","Protein Coding","34","GC12M076354","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL8"
"OSBPL9","Oxysterol Binding Protein Like 9","Protein Coding","34","GC01P051577","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OSBPL9"
"PFDN4","Prefoldin Subunit 4","Protein Coding","34","GC20P054207","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFDN4"
"PLXNA3","Plexin A3","Protein Coding","34","GC0XP154458","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNA3"
"PMEPA1","Prostate Transmembrane Protein, Androgen Induced 1","Protein Coding","34","GC20M057648","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMEPA1"
"POLDIP3","DNA Polymerase Delta Interacting Protein 3","Protein Coding","34","GC22M042583","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP3"
"PTPA","Protein Phosphatase 2 Phosphatase Activator","Protein Coding","34","GC09P129111","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPA"
"RAB32","RAB32, Member RAS Oncogene Family","Protein Coding","34","GC06P146543","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB32"
"RAB34","RAB34, Member RAS Oncogene Family","Protein Coding","34","GC17M028714","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB34"
"RAB3IP","RAB3A Interacting Protein","Protein Coding","34","GC12P069738","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3IP"
"RAD54L2","RAD54 Like 2","Protein Coding","34","GC03P051538","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD54L2"
"RALGAPA2","Ral GTPase Activating Protein Catalytic Subunit Alpha 2","Protein Coding","34","GC20M020374","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPA2"
"RASAL2","RAS Protein Activator Like 2","Protein Coding","34","GC01P178093","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASAL2"
"RFTN1","Raftlin, Lipid Raft Linker 1","Protein Coding","34","GC03M020274","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFTN1"
"RHOT2","Ras Homolog Family Member T2","Protein Coding","34","GC16P010645","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOT2"
"RNF170","Ring Finger Protein 170","Protein Coding","34","GC08M042869","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF170"
"RPS18","Ribosomal Protein S18","Protein Coding","34","GC06P080420","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"RPS21","Ribosomal Protein S21","Protein Coding","34","GC20P062387","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS21"
"RRAGA","Ras Related GTP Binding A","Protein Coding","34","GC09P019049","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRAGA"
"RTN1","Reticulon 1","Protein Coding","34","GC14M059595","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTN1"
"SAMD8","Sterile Alpha Motif Domain Containing 8","Protein Coding","34","GC10P075099","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMD8"
"SAMM50","SAMM50 Sorting And Assembly Machinery Component","Protein Coding","34","GC22P043955","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMM50"
"SAP18","Sin3A Associated Protein 18","Protein Coding","34","GC13P021140","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAP18"
"SCYL2","SCY1 Like Pseudokinase 2","Protein Coding","34","GC12P100267","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCYL2"
"SEC24A","SEC24 Homolog A, COPII Coat Complex Component","Protein Coding","34","GC05P134647","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24A"
"SEPTIN9","Septin 9","Protein Coding","34","GC17P077282","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN9"
"SGPP1","Sphingosine-1-Phosphate Phosphatase 1","Protein Coding","34","GC14M063684","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGPP1"
"SGSM3","Small G Protein Signaling Modulator 3","Protein Coding","34","GC22P040370","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSM3"
"SIPA1L1","Signal Induced Proliferation Associated 1 Like 1","Protein Coding","34","GC14P071320","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L1"
"SLC47A2","Solute Carrier Family 47 Member 2","Protein Coding","34","GC17M019678","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC47A2"
"SLC9A3R2","SLC9A3 Regulator 2","Protein Coding","34","GC16P010712","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A3R2"
"SMC2","Structural Maintenance Of Chromosomes 2","Protein Coding","34","GC09P104094","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMC2"
"SNAPIN","SNAP Associated Protein","Protein Coding","34","GC01P153660","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAPIN"
"SNTB1","Syntrophin Beta 1","Protein Coding","34","GC08M120535","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNTB1"
"SPIN1","Spindlin 1","Protein Coding","34","GC09P088388","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIN1"
"SRPRB","SRP Receptor Subunit Beta","Protein Coding","34","GC03P133784","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRB"
"SRSF6","Serine And Arginine Rich Splicing Factor 6","Protein Coding","34","GC20P043457","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRSF6"
"ST13","ST13 Hsp70 Interacting Protein","Protein Coding","34","GC22M056114","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST13"
"STXBP5","Syntaxin Binding Protein 5","Protein Coding","34","GC06P147204","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP5"
"SULT1A3","Sulfotransferase Family 1A Member 3","Protein Coding","34","GC16P030199","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SULT1A3"
"SYPL1","Synaptophysin Like 1","Protein Coding","34","GC07M106090","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYPL1"
"TACC2","Transforming Acidic Coiled-Coil Containing Protein 2","Protein Coding","34","GC10P121989","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TACC2"
"TCEA1","Transcription Elongation Factor A1","Protein Coding","34","GC08M053966","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEA1"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","34","GC02M043193","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"THOC6","THO Complex 6","Protein Coding","34","GC16P003024","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC6"
"THRAP3","Thyroid Hormone Receptor Associated Protein 3","Protein Coding","34","GC01P036224","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3"
"TIMM17B","Translocase Of Inner Mitochondrial Membrane 17B","Protein Coding","34","GC0XM048893","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM17B"
"TMOD2","Tropomodulin 2","Protein Coding","34","GC15P051751","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMOD2"
"TMPRSS13","Transmembrane Serine Protease 13","Protein Coding","34","GC11M117900","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS13"
"TMX3","Thioredoxin Related Transmembrane Protein 3","Protein Coding","34","GC18M068673","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMX3"
"TRAPPC12","Trafficking Protein Particle Complex Subunit 12","Protein Coding","34","GC02P003383","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC12"
"TRO","Trophinin","Protein Coding","34","GC0XP054920","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRO"
"TWF1","Twinfilin Actin Binding Protein 1","Protein Coding","34","GC12M043793","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWF1"
"TWF2","Twinfilin Actin Binding Protein 2","Protein Coding","34","GC03M052228","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWF2"
"UBAC2","UBA Domain Containing 2","Protein Coding","34","GC13P099200","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAC2"
"UFD1","Ubiquitin Recognition Factor In ER Associated Degradation 1","Protein Coding","34","GC22M019450","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UFD1"
"UQCR10","Ubiquinol-Cytochrome C Reductase, Complex III Subunit X","Protein Coding","34","GC22P029767","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCR10"
"URI1","URI1 Prefoldin Like Chaperone","Protein Coding","34","GC19P029923","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URI1"
"USO1","USO1 Vesicle Transport Factor","Protein Coding","34","GC04P075724","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USO1"
"VIPAS39","VPS33B Interacting Protein, Apical-Basolateral Polarity Regulator, Spe-39 Homolog","Protein Coding","34","GC14M077426","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPAS39"
"VKORC1L1","Vitamin K Epoxide Reductase Complex Subunit 1 Like 1","Protein Coding","34","GC07P069971","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VKORC1L1"
"VTI1A","Vesicle Transport Through Interaction With T-SNAREs 1A","Protein Coding","34","GC10P112446","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VTI1A"
"WDR72","WD Repeat Domain 72","Protein Coding","34","GC15M088914","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR72"
"YIPF5","Yip1 Domain Family Member 5","Protein Coding","34","GC05M144158","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF5"
"YTHDF2","YTH N6-Methyladenosine RNA Binding Protein 2","Protein Coding","34","GC01P028770","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDF2"
"ZDHHC13","Zinc Finger DHHC-Type Palmitoyltransferase 13","Protein Coding","34","GC11P019095","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC13"
"ZDHHC17","Zinc Finger DHHC-Type Palmitoyltransferase 17","Protein Coding","34","GC12P076763","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC17"
"ZDHHC6","Zinc Finger DHHC-Type Palmitoyltransferase 6","Protein Coding","34","GC10M112430","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC6"
"ACSF2","Acyl-CoA Synthetase Family Member 2","Protein Coding","33","GC17P050426","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSF2"
"ADA2","Adenosine Deaminase 2","Protein Coding","33","GC22M017192","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA2"
"AGO1","Argonaute RISC Component 1","Protein Coding","33","GC01P035869","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO1"
"ALG13","ALG13 UDP-N-Acetylglucosaminyltransferase Subunit","Protein Coding","33","GC0XP111665","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG13"
"ALYREF","Aly/REF Export Factor","Protein Coding","33","GC17M081887","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALYREF"
"AP4E1","Adaptor Related Protein Complex 4 Subunit Epsilon 1","Protein Coding","33","GC15P050908","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4E1"
"ARL13B","ADP Ribosylation Factor Like GTPase 13B","Protein Coding","33","GC03P093980","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL13B"
"ARL6IP5","ADP Ribosylation Factor Like GTPase 6 Interacting Protein 5","Protein Coding","33","GC03P069084","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL6IP5"
"ATP5F1E","ATP Synthase F1 Subunit Epsilon","Protein Coding","33","GC20M059026","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1E"
"ATP6V1G1","ATPase H+ Transporting V1 Subunit G1","Protein Coding","33","GC09P118623","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1G1"
"AUP1","AUP1 Lipid Droplet Regulating VLDL Assembly Factor","Protein Coding","33","GC02M074526","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUP1"
"BET1","Bet1 Golgi Vesicular Membrane Trafficking Protein","Protein Coding","33","GC07M093962","0.474784195423126","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BET1"
